MOS,short_file_name,condition_num,vote_1,vote_2,vote_3,vote_4,vote_5,vote_6,vote_7,vote_8,vote_9,vote_10,vote_11,vote_12,vote_13,vote_14,vote_15,vote_16,vote_17,vote_18,vote_19,vote_20,vote_21
4.3478260869565215,CH_m1_s3_c06_-36dBASL.48k.wav,6,4,5,5,4,4,5,4,5,4,4,5,5,5,5,4,4,5,4,3,4,4
3.9565217391304346,CH_m2_s2_c22_AACq30_-36dBASL.48k.wav,22,3,3,4,4,3,5,4,5,5,4,3,5,5,3,4,2,5,3,3,5,4
4.045454545454546,CH_f2_s1_c11_2percFrameLoss.48k.wav,11,3,5,4,4,5,2,4,5,4,5,3,5,3,4,4,4,5,5,4,5,4
2.6818181818181817,CH_f1_s3_c30_GSM2L_elClipped_acoustRcv.48k.wav,30,2,2,1,2,3,3,4,3,4,3,2,3,3,2,1,3,3,3,2,4,3
3.1363636363636362,CH_f2_s4_c41_VideoCallLive_P920toN80_-34dBASL.48k.wav,41,2,3,2,3,4,3,4,3,5,4,3,3,2,2,4,3,4,3,2,4,3
2.5,CH_f1_s4_c37_HothNoise16dBSNR_EFRlive_badChan.48k.wav,37,1,3,2,2,3,1,4,3,4,3,2,2,2,2,2,3,3,3,2,3,2
3.1363636363636362,CH_f2_s4_c13_AMR-WBmode0.48k.wav,13,2,4,2,2,5,1,4,4,4,3,2,4,2,3,3,3,5,4,2,4,3
3.409090909090909,CH_m1_s1_c35_EFRlive_badChan.48k.wav,35,3,3,2,3,3,2,5,4,4,4,3,5,3,3,3,3,4,4,3,4,4
3.0454545454545454,CH_f1_s3_c40_VideoCallLive_P920toN80_-21dBASL.48k.wav,40,3,2,1,3,4,3,4,3,4,4,3,2,3,2,3,3,3,4,3,4,3
4.2727272727272725,CH_m2_s3_c20_EVRC-WB_OP3.48k.wav,20,4,4,4,4,4,4,5,5,4,5,4,4,3,3,4,5,5,5,4,5,4
2.6818181818181817,CH_m1_s1_c17_Babble16dBSNR_AMR-WBmode2_-42dBASL.48k.wav,17,2,3,2,2,3,3,4,3,3,2,3,3,2,2,2,3,3,3,2,3,3
2.5454545454545454,CH_f2_s2_c02_Hoth12dBSNR.48k.wav,2,1,2,2,3,2,4,3,3,2,3,4,2,2,2,1,4,4,3,2,3,2
2.5,CH_f1_s2_c36_HothNoise16dBSNR_noPhoneNS_AMR-NBlive.48k.wav,36,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,3,3,4,2,3,2
3.227272727272727,CH_f2_s1_c38_VideoCallLive_P920toN80.48k.wav,38,3,4,2,3,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,4,3
3.090909090909091,CH_m2_s2_c31_GSM2L_acoustRcv_-34dBASL.48k.wav,31,4,3,2,3,3,3,5,3,4,3,2,2,3,2,4,3,3,4,2,4,3
2.272727272727273,CH_f2_s3_c48_Babble16dBSNR_Skype_2xTor_-34dBASL.48k.wav,48,2,2,1,2,2,1,3,3,2,2,2,3,1,1,3,3,4,3,2,3,2
3.727272727272727,CH_m2_s2_c19_EVRC-B_OP0.48k.wav,19,3,4,2,4,4,4,5,3,5,5,3,4,3,3,2,4,3,5,4,4,4
4.166666666666667,CH_f1_s2_c10_100-5000HzBP.48k.wav,10,4,4,4,5,3,5,5,4,4,3,4,5,3,4,5,5,4,4,5,4,5
2.7083333333333335,CH_f2_s4_c09_500-2500HzBP.48k.wav,9,2,3,2,2,3,3,4,3,2,2,4,4,2,2,3,4,2,1,3,3,3
2.8333333333333335,CH_m1_s4_c23_HothNoise16dBSNR_PhoneNS_N80toISDN_AMR-NB.48k.wav,23,2,2,2,3,4,3,3,3,4,2,4,3,3,3,3,3,2,1,3,4,2
2.2083333333333335,CH_f2_s4_c21_Hoth14dBSNR_AACq30_-21dBASL.48k.wav,21,1,1,2,2,3,2,1,3,2,1,4,1,2,2,2,3,4,1,4,3,3
3.0416666666666665,CH_f1_s2_c31_GSM2L_acoustRcv_-34dBASL.48k.wav,31,2,3,3,3,3,3,4,4,3,1,4,3,2,3,4,4,3,2,4,3,3
2125,CH_f1_s1_c49_Babble16dBSNR_Skype_2xTor_-42dBASL.48k.wav,49,1,3,2,2,3,1,2,3,1,2,3,2,1,2,2,2,3,1,4,3,1
2.5416666666666665,CH_m1_s3_c48_Babble16dBSNR_Skype_2xTor_-34dBASL.48k.wav,48,3,2,2,2,3,3,3,3,2,3,4,2,1,3,3,1,3,5,2,4,1
3.1666666666666665,CH_m2_s1_c29_GSM2L_acoustRcv.48k.wav,29,2,3,3,3,4,3,3,4,4,3,4,3,2,4,4,4,3,2,4,3,2
4625,CH_m1_s1_c01.48k.wav,1,4,5,4,5,5,5,5,5,4,5,4,5,4,4,5,5,5,4,5,4,5
3.4583333333333335,CH_m1_s3_c03_Babble20dBSNR.48k.wav,3,2,2,3,3,3,5,3,3,2,4,4,3,5,3,4,4,5,2,5,3,4
3.6666666666666665,CH_m1_s2_c22_AACq30_-36dBASL.48k.wav,22,2,4,4,3,3,4,5,4,3,5,4,4,3,4,5,4,3,2,5,4,4
2.6666666666666665,CH_m1_s1_c49_Babble16dBSNR_Skype_2xTor_-42dBASL.48k.wav,49,1,3,3,2,3,3,3,3,2,3,4,2,1,3,2,4,4,1,4,3,3
2,CH_m2_s1_c24_HothNoise16dBSNR_noPhoneNS_AMR-NBlive_badChan.48k.wav,24,1,1,1,2,3,2,1,3,3,1,3,2,2,2,3,2,3,1,2,3,1
3.2916666666666665,CH_m2_s3_c40_VideoCallLive_P920toN80_-21dBASL.48k.wav,40,3,3,3,3,3,3,4,4,5,3,3,4,4,3,4,3,3,2,4,4,1
3.3181818181818183,CH_m2_s4_c41_VideoCallLive_P920toN80_-34dBASL.48k.wav,41,4,3,4,4,3,4,3,4,2,2,3,2,3,3,4,4,4,3,2,4,4
1.3636363636363635,CH_m1_s2_c27_WB_4xAACq25.48k.wav,27,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3
2.6818181818181817,CH_f1_s4_c23_HothNoise16dBSNR_PhoneNS_N80toISDN_AMR-NB.48k.wav,23,3,3,4,3,2,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3
1.3636363636363635,CH_f1_s2_c27_WB_4xAACq25.48k.wav,27,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3
4.318181818181818,CH_m2_s3_c06_-36dBASL.48k.wav,6,4,4,4,5,5,5,4,4,4,3,5,4,4,4,5,4,5,4,3,5,5
2.909090909090909,CH_f2_s1_c17_Babble16dBSNR_AMR-WBmode2_-42dBASL.48k.wav,17,4,2,3,3,4,2,2,3,2,2,3,2,4,3,5,2,3,3,2,3,3
3.090909090909091,CH_f1_s4_c41_VideoCallLive_P920toN80_-34dBASL.48k.wav,41,4,3,3,3,3,4,3,3,2,3,3,2,4,3,2,3,4,3,2,4,3
3.3636363636363638,CH_f2_s2_c34_AACq30_5percSimPktLoss.48k.wav,34,5,3,4,2,4,3,2,4,3,4,2,2,4,3,5,3,4,3,5,3,4
2.8181818181818183,CH_m2_s4_c09_500-2500HzBP.48k.wav,9,3,3,3,3,2,3,3,3,2,2,4,1,3,2,3,3,4,2,2,4,3
2.5454545454545454,CH_m1_s2_c02_Hoth12dBSNR.48k.wav,2,3,2,2,2,4,1,2,4,2,2,2,2,3,2,4,2,2,4,2,3,3
